leftEyebrow,rightEyebrow,leftLip,rightLip,lipWidth,lipHeight,label
5.708204,5.124859,5.8602657,6.734125,4.77574,1.9845557,anger
5.7488647,6.129114,7.2002,6.685091,5.923554,1.9966787,anger
6.707161,6.1336083,4.2266374,4.6623116,3.1153128,0.83149225,anger
5.931299,5.7293806,4.6244764,4.846264,3.0795465,1.0421448,anger
5.8705606,5.9801803,4.9281783,4.654401,3.4774644,0.90873086,anger
5.517987,5.2671237,4.9248276,4.9829817,3.165017,1.5819607,anger
6.78035,6.333054,4.93071,5.0884876,3.6177666,1.3318242,anger
6.122047,5.743641,4.765278,4.774306,3.038262,1.5413831,anger
5.5796432,5.432644,4.82708,4.9120464,3.2881198,1.2927545,anger
4.9665036,4.8545523,7.258912,8.437809,6.9290376,2.8171647,anger
5.2057686,4.883586,5.31444,6.1308103,4.0851,2.2900584,anger
5.9099283,5.8387036,5.2247224,5.4723253,4,1.700814,anger
5.9711432,5.822198,4.7940702,4.705493,3.4176826,1.1674105,anger
6.627648,6.8710794,6.0697317,6.153622,5.308022,1.1245406,anger
5.161744,5.1703267,4.8983846,4.943961,2.5174775,2.0002973,anger
5.2363567,5.176843,4.8218546,4.548809,3.4618304,0.9528196,anger
6.0138655,6.8668156,7.604704,7.126257,6.6147456,2.9948072,anger
4.8441796,6.1201353,4.2975183,3.6453466,2.7242265,0.6636109,anger
5.856247,5.57633,4.680002,4.5817714,3.6108725,0.93380946,anger
5.60778,5.2388134,3.773515,4.158763,2.6227307,0.5862069,anger
5.587404,5.490544,4.3250113,5.1398497,3.5970073,0.6215503,anger
6.3527355,5.854589,5.0766563,5.494005,3.5581841,1.9932472,anger
5.1924734,5.5770826,7.6981153,7.596115,6.7520576,2.0069325,anger
6.631547,5.956619,4.8788004,4.731735,3.7588508,0.715061,anger
5.881824,6.5081153,6.5551887,6.487255,4.2369275,3.1198661,anger
5.924,6.183318,4.62763,4.8527217,3.4975693,0.6946037,anger
5.229342,4.8726897,4.363993,4.509801,2.6823783,0.9347323,anger
5.802306,5.634445,5.0812087,5.4128165,4.020503,1.7938167,anger
5.828396,5.5403366,5.8513513,6.024538,4.1801972,2.183613,anger
6.1275477,6.109925,5.598571,5.868217,4.3482976,1.617215,anger
6.6661325,5.99907,4.2530107,4.792939,3.1522067,0.9976125,anger
6.5824146,5.8059044,5.21221,5.2766294,3.7366927,1.1453738,anger
5.204517,5.6029577,4.6705446,4.6482286,3.5003572,0.70710677,anger
5.2284245,5.6687956,4.829013,5.142105,3.940646,0.72992253,anger
5.69028,5.448407,4.2629843,4.300581,2.9301856,0.9663115,anger
5.481455,6.01217,4.005982,3.9441104,2.5351038,0.4639899,anger
5.933391,6.115782,7.0046,6.497119,5.31605,2.3690057,anger
6.135882,6.154751,5.4168096,5.400454,3.305492,2.609058,anger
5.378432,5.311369,6.838134,7.3803205,5.6140456,3.743217,disgust
5.1162224,5.2390103,5.5300207,5.4768076,4.0417633,2.0415497,disgust
6.3331842,6.4483833,5.318837,5.3925266,4.181818,1.0909091,disgust
6.4250164,5.580082,4.5329084,4.4349427,3.173766,1.1362927,disgust
7.223551,7.324397,7.5463934,6.7897964,6.261629,2.4149535,disgust
6.762393,6.1704273,5.3781204,5.652279,4.1081533,1.8313509,disgust
5.870579,5.3060107,4.2667923,4.647394,2.940611,0.71264666,disgust
6.7220445,6.9767065,5.1689305,4.8447866,4.0663743,1.2047106,disgust
5.8147554,5.69117,5.6408653,5.553944,3.3300498,1.7204651,disgust
5.570986,5.9238567,7.3895884,7.2569356,6.145927,2.160779,disgust
5.0607576,6.950737,5.226261,4.975114,3.27989,1.5816784,disgust
5.5657697,4.8468447,5.2832103,6.090605,4.5961943,1.8384776,disgust
7.3102274,5.808947,4.580509,4.3849783,2.7702396,0.9989686,disgust
6.2070003,6.3850117,5.820529,5.0364943,4.1083302,1.560492,disgust
6.6861305,6.4047914,6.1973023,6.5618286,5.6405888,1.8408935,disgust
6.4725485,5.936117,5.0895915,5.4911823,4.2054696,1.49491,disgust
5.3746424,6.778213,4.9371395,4.3023643,3.3706248,0.85271573,disgust
5.275514,5.102252,7.3263917,8.158536,6.35725,2.4455035,disgust
5.461763,5.3316183,5.51431,5.414015,3.4956331,1.3982533,disgust
6.2393317,5.9948535,4.856477,5.0807896,3.4598348,1.2688752,disgust
6.842665,6.8058634,5.2987385,5.627372,4.3111057,1.3139708,disgust
5.4539237,6.0065546,4.628151,4.3694944,3.0217788,1.3498868,disgust
8.492388,6.8911085,6.2180448,5.6390524,5.1807785,1.5607042,disgust
6.653925,6.8268156,6.1580577,6.5093927,5.1884828,1.7972447,disgust
5.214653,5.3538637,6.9662538,5.957064,5.4690347,2.1735082,disgust
6.2339115,6.1095963,5.4153385,5.1490273,4.001543,1.5565473,disgust
6.618339,6.3877134,5.537816,5.278623,4.120485,1.6120687,disgust
5.4167457,5.4192677,6.15993,7.372472,5.772948,2.6054676,disgust
5.6091795,5.3439407,5.9632936,6.249531,4.811645,1.4761904,disgust
5.7506347,5.9589634,4.958162,5.1024714,3.459366,1.1353126,disgust
5.9272337,5.644743,5.456335,5.376086,4.154121,1.1638398,disgust
7.209523,6.888236,6.2015667,6.2603655,5.272279,2.4413114,disgust
5.9697266,5.8777304,5.9829545,5.0549273,4.2552595,1.654737,disgust
5.6078863,5.5578284,4.3400717,4.8386183,3.2326355,0.48714617,disgust
6.3992143,6.3151255,6.181647,5.564616,5.0958395,2.0474422,disgust
5.347766,5.391194,6.5786057,7.6577945,5.8916497,2.35666,disgust
5.655425,5.6089325,5.057477,6.146515,4.472522,1.1759076,disgust
5.491272,5.316131,5.1270103,5.54408,3.7053523,1.5408926,disgust
5.9144745,5.5015793,6.1912165,6.3232775,4.8267565,2.236068,disgust
8.245212,7.4828796,4.8684683,5.494294,3.9953215,1.2494388,disgust
5.402424,5.125726,5.51077,5.2916107,4.25,1.0012492,disgust
6.1114874,6.2318697,5.017362,5.2236857,3.816284,1.547027,disgust
6.4689417,6.521703,6.9766254,6.6051464,5.789681,1.7871424,disgust
5.4850187,5.8469086,5.2018166,4.7464604,3.5278463,1.7130059,disgust
5.7617836,5.610759,5.624786,5.8695145,4.378078,1.7744431,disgust
5.378416,5.350356,5.9587646,5.8625154,4.394794,2.2477474,disgust
5.290467,5.661233,6.3058567,6.550514,4.7283683,2.5724788,disgust
5.8774137,5.486753,5.063858,6.321211,4.869543,1.7196168,disgust
5.640507,5.572795,5.82251,5.573731,4.3437223,1.7396595,disgust
6.8084717,6.354459,4.553709,4.918661,3.3351848,0.8888889,disgust
6.2985463,6.5583487,4.493273,4.385468,3.002218,0.6583555,disgust
5.051743,5.212629,5.9308577,5.3696203,4.378164,1.1950808,disgust
6.2199183,6.270631,6.352285,6.243621,5.0439467,1.8976295,disgust
6.297365,6.1959686,8.8475275,9.746162,9.196738,3.471311,joy
5.6932926,5.971177,5.9419436,5.3638716,4.996359,1.6652218,joy
5.848898,5.951392,7.638729,7.2963066,7.003165,2.4742439,joy
5.3591633,5.45228,6.4115024,6.9536524,5.9672623,1.7796414,joy
5.3453574,5.4601436,8.604332,8.355137,8.314614,2.7528393,joy
6.013921,5.5716796,4.400411,4.3696747,3.3516755,0.93026054,joy
6.052141,5.623395,5.388032,5.471066,4.711111,1.8605211,joy
6.1596155,6.195021,9.130135,8.368025,8.602802,3.2592869,joy
5.9865913,5.482524,5.8741326,6.345565,5.285308,1.7616607,joy
5.792955,5.245696,6.3132343,7.21694,5.9883156,2.370375,joy
5.509317,4.9216957,6.0582695,7.4887,6.440885,1.430035,joy
5.6444836,5.722929,7.5752735,7.616168,7.0608196,2.9077778,joy
5.558413,5.51933,8.155523,7.800041,7.4395604,3.2221658,joy
6.101915,6.2417765,6.0057893,6.01054,5.215362,2.2749472,joy
4.9694324,5.6887636,6.2949357,4.908091,4.7356596,1.9440709,joy
6.175544,5.9969635,5.444949,5.7558155,5.0625,1.375,joy
5.8988414,5.324998,6.0106606,6.645227,5.6361814,1.818624,joy
5.744659,5.346395,7.99263,8.509001,7.8470683,2.5414214,joy
6.3633757,5.4875364,6.0573893,5.792064,5.297058,1.4717643,joy
6.429546,5.7897463,6.3590317,6.3454123,5.402426,2.3488808,joy
5.687665,5.7688823,5.279601,4.614216,3.9335968,1.5930645,joy
6.246171,6.090651,7.73069,6.5681963,6.7778754,2.722637,joy
6.516424,6.2714086,6.8161745,7.124792,6.420823,2.4250567,joy
6.0846233,5.1538343,5.997842,6.708417,5.7455406,1.4252933,joy
5.931865,5.2350636,6.167721,6.6519713,5.7571516,2.190064,joy
5.5937595,5.6885915,6.846974,6.0700035,5.528474,2.0459657,joy
5.402652,5.8383126,10.016771,8.365606,8.70619,3.305596,joy
6.4709263,5.9832487,6.3825417,7.570025,6.5961685,2.219128,joy
6.2516303,5.712946,5.9820538,5.9915495,5.3598356,1.4105641,joy
6.2876296,5.9608784,6.66189,6.5627165,5.8519225,2.7518175,joy
5.7828035,5.777064,8.510156,7.8825765,7.804657,3.578197,joy
5.488458,5.7719274,6.2966037,6.233165,5.7320533,1.4505036,joy
5.625585,5.783016,6.8765826,6.828047,6.350925,1.6782248,joy
6.2482653,6.2269897,6.491508,6.129363,5.789262,1.3960261,joy
6.5005555,6.4505367,7.455673,7.209664,6.902898,2.139956,joy
6.0584574,5.332531,6.998229,9.6346,8.241602,1.781011,joy
5.9544344,6.1875954,5.9124517,5.2194657,4.5094,2.1622803,joy
6.0952845,5.841186,5.667575,5.917999,5.027364,1.7116885,joy
5.981827,5.915514,6.816081,7.296674,6.6243563,2.250667,joy
6.089381,5.992581,6.2641983,6.553877,5.7134123,1.8867962,joy
5.9248047,5.7671514,4.7060313,5.170675,3.812288,1.3481367,joy
5.9257827,5.863926,5.5502872,6.335176,5.1959386,1.890914,joy
6.495868,5.737108,6.322758,7.1613054,5.9571514,1.9476163,joy
6.531451,5.853912,7.2394104,8.050077,7.1245174,2.3155706,joy
5.2542267,5.2865396,8.22708,8.856886,7.9925184,3.6049588,joy
5.99681,5.893401,10.236835,10.402527,10.382013,3.8209946,joy
6.169532,6.307683,7.5153112,7.100158,6.82863,1.96958,joy
5.95039,5.8399916,5.6049657,5.26943,4.7840085,1.1562942,joy
6.2716823,6.4279366,7.23625,6.486312,6.450104,2.1706078,joy
5.644997,5.780628,5.0041213,4.9508324,3.9593577,1.2298598,joy
5.6133113,5.728506,6.7301326,6.76879,6.088525,2.5689585,joy
5.805999,6.0021234,6.3464003,6.7462673,6.1669307,1.4093285,joy
6.248745,6.239814,7.5457125,7.6643734,7.300658,2.4951315,joy
5.7026167,5.8148227,5.2297735,4.5543175,3.81185,1.3922123,joy
5.945894,6.149434,7.708362,6.635857,6.7591777,2.8073263,joy
6.698111,6.571351,5.3857236,4.8566475,4.4047775,1.0907295,joy
6.7723203,6.9617167,6.995306,6.084772,6.2681127,1.8892409,joy
5.7495704,5.7844496,6.457444,6.7951517,6.0529275,1.7039508,joy
5.720662,5.841236,7.9949017,8.412304,7.838471,2.8507724,joy
5.639288,6.0316358,6.1739397,5.132125,4.8748727,1.3619084,joy
6.118252,5.8429766,7.065578,6.4775805,6.410281,1.8502921,joy
6.3754535,5.877824,9.142593,9.979759,9.470462,3.2387738,joy
6.015178,5.1851544,5.025781,5.4091473,4.3349576,1.6234982,joy
6.010207,5.0952706,7.3610153,7.900356,7.3364167,2.8009164,joy
6.1240206,6.3596115,5.6300726,6.3355513,5.571484,1.7376239,joy
5.739363,5.854033,8.787663,10.028601,9.351826,3.2701135,joy
5.179415,5.2093277,8.404004,9.914111,9.060436,3.7188795,joy
6.0176682,5.9363,5.878954,5.693104,5.0798497,1.6573929,joy
5.9195023,5.867976,10.332446,9.848736,9.882412,3.2430296,joy
6.3181806,5.8856926,6.28348,7.0076704,6.1019545,1.8867962,joy
6.2105117,5.7918687,7.9700727,8.86157,8.049075,2.395608,joy
5.8833547,5.39352,5.947125,6.4136605,5.5836215,1.6601498,joy
5.63762,5.254277,7.6743064,8.186836,7.668059,2.316638,joy
6.310001,5.7547874,6.0132694,6.6327343,5.468869,2.3216898,joy
6.052494,5.710329,9.652902,10.360707,9.895038,3.528039,joy
5.957993,5.8882275,4.978753,4.859895,3.6191952,1.4474156,joy
6.3397474,6.093355,6.008424,5.7601404,5.121234,1.665742,joy
5.7777047,5.8229055,4.984732,4.8196735,3.9624896,1.4374152,joy
6.049402,6.149166,6.5733404,6.608982,6.228965,2.2909114,joy
6.401973,6.4434853,4.5311174,4.951537,3.5629115,1.1302029,joy
6.6837626,6.7790575,5.954649,6.63563,5.8137765,2.2314367,joy
5.5695257,5.526561,5.7192945,5.6640816,4.7169313,1.6699593,joy
5.6111746,5.2438173,5.6352563,6.092494,4.964172,1.8514836,joy
5.470326,5.2438173,6.4058294,6.939558,5.9834757,2.198109,joy
6.2406425,5.973482,5.5089836,5.1228275,4.50443,1.5643501,joy
6.3325996,6.2786155,7.1091166,6.44808,6.3419785,2.5844362,joy
5.506725,5.358904,6.367732,5.689633,5.4962006,2.0420241,joy
5.2222147,5.2211127,10.089905,9.415983,9.761106,3.1348703,joy
5.8588037,5.865526,5.99148,5.565763,4.6219587,2.059733,joy
5.7370462,5.733382,7.955327,7.8263416,7.199127,3.1991425,joy
5.771612,5.540274,7.908167,8.242416,7.305731,2.5355601,joy
6.7682996,6.527404,5.468855,5.0666857,4.5445976,1.8483666,joy
6.920297,6.646926,8.7999115,8.046808,8.436964,3.2212532,joy
5.550102,5.4355574,5.952644,7.446405,6.248319,1.1594819,joy
5.491639,5.237227,5.0354695,5.5330896,3.7700157,1.9234614,joy
5.505524,5.4565325,4.7999525,5.14935,3.5730355,1.4660269,joy
5.4239297,5.3678813,5.084684,5.5622015,4.869759,1.220493,joy
5.4531684,5.567365,5.2412505,5.6676855,4.8657446,1.6946086,joy
5.544554,5.5189457,6.7343106,6.876749,6.0860195,2.8181682,joy
5.3382907,5.7621717,6.239227,6.4544563,5.7836213,1.9979271,joy
6.1265693,5.976396,6.2589808,7.150466,6.10709,1.8791047,joy
6.1929255,6.117118,8.015996,9.045246,8.286946,2.642857,joy
6.0541058,5.9694195,7.8214626,8.4021225,8.071745,1.5016997,joy
5.542502,5.6465435,4.6766844,4.7405496,3.6162028,0.7692308,joy
5.9567103,6.312851,7.4741993,7.1489916,6.674359,2.454288,joy
6.231959,6.314572,10.295974,10.008365,9.8,3.6,joy
6.1109924,5.8604174,5.412007,5.377592,4.42586,1.1900797,joy
6.328579,6.371813,7.86132,7.4976063,7.250877,2.9275923,joy
5.314869,5.9502735,6.9618974,5.710843,6.1994715,1.4033115,joy
5.681692,5.626441,6.7524776,6.651963,6.0601153,2.2549944,joy
5.7725654,5.393768,5.3034415,5.379595,4.6717186,1.3763287,joy
5.481187,5.1860504,6.924665,7.7064238,7.0079627,1.6124516,joy
5.4579716,5.3904853,4.808397,5.414138,4.182856,1.466478,joy
5.4482,5.443482,4.8360066,5.5022726,4.581363,0.9910712,joy
5.5723886,5.6403365,10.403929,11.029329,10.421447,3.89409,joy
6.3878593,5.792813,5.727294,6.2071033,5.3271675,1.6981353,joy
6.235726,5.942439,8.2827,8.016363,7.671303,3.339328,joy
5.5887356,5.712549,5.226853,5.239287,4.626372,1.2088531,joy
5.6533074,6.005232,9.476681,9.313955,9.333705,3.001157,joy
6.5196085,6.0998306,7.1802998,7.0575914,6.813647,1.2562344,joy
5.916109,6.0847383,6.181246,5.7281218,5.2562685,1.8848255,joy
5.6592393,6.167202,5.9845743,5.607156,5.2075696,1.2134148,joy
5.8952885,5.64956,4.6295815,5.2977457,4.190688,1.3068706,joy
5.9523993,5.7092004,6.0585933,6.6999555,5.6173587,1.6766994,joy
5.4244347,5.8417764,8.005205,7.95291,7.1959524,2.9219978,joy
5.605486,5.3889804,6.650893,7.2634935,6.2397323,1.882353,joy
5.4043612,5.202966,10.378835,10.581216,10.088841,3.8333333,joy
5.820733,5.6842947,5.158111,5.498913,4.3424,1.1981835,joy
5.633929,5.7679586,4.960561,5.2844453,4.2256575,1.1377091,joy
5.793228,5.923298,5.956609,6.9706364,5.8152227,1.9187709,joy
6.6649933,6.371543,4.661982,5.172939,4.1649275,0.9168176,joy
5.731679,5.1869802,6.2786684,7.3618746,6.260562,1.6839153,joy
5.8696327,5.137783,8.279496,9.994815,8.475013,3.305596,joy
5.8954706,5.898698,6.5433006,7.0714483,6.3029857,1.6853685,joy
5.850204,5.5090876,7.5674877,7.9402485,7.0560336,2.861091,joy
5.595604,5.567549,6.23126,5.7110567,5.1902814,1.2160009,joy
5.726053,5.5905824,6.102133,6.411483,5.8593783,1.4398508,joy
5.8301153,5.59488,8.338957,8.793507,8.481093,2.5688488,joy
5.715604,5.915065,4.935276,5.135685,4.6789727,0.95464146,joy
5.6011553,5.698575,6.9959335,6.343713,5.9886403,1.9970796,joy
5.6684713,5.713241,7.1628366,7.079509,6.385079,2.0531404,joy
6.0625353,5.9633245,5.677016,5.4635487,4.8095236,1.3333334,joy
6.1799583,6.293395,10.281502,9.671366,10.048503,3.0738049,joy
6.1878786,6.18509,6.6331115,6.44733,6.2224703,1.5010285,joy
5.1032352,5.4352846,4.2546325,4.3262544,2.7959929,0.8777883,N/A
5.304758,5.4593143,4.2790146,4.2188044,2.7594483,0.84007007,N/A
5.369585,5.398324,4.3332753,4.3033495,2.856548,0.8368092,N/A
5.277621,5.3668137,4.399769,4.415388,2.9355829,0.9146866,N/A
5.476163,5.4872704,4.257715,4.3234186,2.8128088,0.89607555,N/A
5.5523744,5.5324826,5.643895,5.5420017,3.8253574,2.1291893,N/A
5.967237,5.8014393,5.8059096,6.1726246,4.14445,2.5844755,N/A
6.1668854,5.6695113,5.7299347,5.830376,4.0213614,2.30996,N/A
4.7931194,5.083168,4.4151993,4.264189,2.8235993,0.9216,N/A
4.931266,5.1715527,4.308252,4.2279377,2.8087459,0.9040507,N/A
4.835013,5.1756153,4.301413,4.1284595,2.788543,0.88466084,N/A
5.994245,6.141657,5.1545486,5.2297163,4.4104676,1.5851686,N/A
6.0946035,6.2127223,5.416235,5.5737457,4.8705177,1.5987839,N/A
5.3701053,5.4763675,4.5344124,4.416348,3.001808,0.96036917,N/A
5.296922,5.5209656,4.718988,4.8810906,3.2906349,1.0452487,N/A
5.458608,5.568733,4.837961,5.144067,3.4815662,1.1200169,N/A
5.2332764,5.37836,4.643685,4.614971,2.58124,1.8626862,N/A
5.4623623,5.4745593,4.5518646,4.703547,2.5366974,1.8583776,N/A
4.9876046,5.082942,4.578885,4.657482,2.5960236,1.6980048,N/A
5.8099346,5.578404,4.585176,4.313135,3.3951476,0.74434805,N/A
5.5998025,5.616042,4.508442,4.35936,3.3486586,0.7207354,N/A
5.5488143,5.660364,4.5388603,4.3686595,3.4085138,0.74980634,N/A
6.287864,6.3737903,6.4903693,5.371601,5.371963,1.5152088,N/A
6.284578,6.6137056,6.6645775,6.0261455,5.8613377,1.1874977,N/A
6.664885,6.8688836,8.098539,7.655323,7.4957037,2.2254388,N/A
6.5923834,6.311661,6.97089,6.1010695,5.8942738,2.147952,N/A
6.086414,6.260602,4.663329,4.5918865,3.4669871,1.0717503,N/A
6.334349,6.1024857,4.6962595,4.617632,3.441343,1.0462914,N/A
6.100437,5.745556,6.241165,6.2275276,5.726819,1.4363332,N/A
6.029701,5.858375,8.612664,8.352876,8.232127,2.2624917,N/A
6.112958,5.7620983,11.931205,11.905855,11.891719,3.459172,N/A
5.917069,5.668347,10.479423,10.637001,10.474809,3.5446954,N/A
5.9289126,5.557405,8.979615,9.177437,8.732864,2.9451923,N/A
5.898784,5.6602116,7.7913446,8.064205,7.30989,2.325644,N/A
5.7292647,5.9912143,5.0421257,4.662943,3.9738371,0.8747267,N/A
5.4422398,5.124565,5.1170807,4.989443,3.8528574,0.71024716,N/A
5.354734,5.215864,5.642079,5.4221725,4.2998896,0.75840783,N/A
5.4429436,5.3415728,5.2902346,5.0576205,4.1505857,0.8281433,N/A
5.6020193,5.6172686,4.6852345,4.51813,3.3121572,1.179372,N/A
5.438383,5.5107384,4.478525,4.455777,3.0632107,1.1914097,N/A
5.580501,5.5252542,4.722677,4.668622,3.3403556,1.4330705,N/A
5.5326376,5.485879,4.662481,4.6548395,3.1747215,1.4431907,N/A
5.5593643,5.0446863,4.2860126,5.1312227,3.85771,0.39424807,N/A
5.7098346,5.32502,4.335372,5.0724726,3.751456,0.47703823,N/A
5.4400597,5.1303988,6.063339,6.8992968,5.4538574,1.9052918,N/A
5.6334696,5.3206444,6.3876295,7.8383503,6.0927787,2.533098,N/A
5.6835737,5.115267,5.0654516,5.7888775,4.2222953,1.5327897,N/A
5.864827,5.6599903,4.5400705,4.777138,2.8693826,1.3091635,N/A
5.5105762,5.342105,4.7927275,5.0201664,2.9585752,1.4119043,N/A
5.707965,5.452,5.617212,6.6700344,5.008698,2.0086868,N/A
5.7774124,5.3377385,6.3061748,7.6969757,5.9280276,2.5202951,N/A
5.67886,5.2475204,6.366646,7.738799,6.204457,2.3351297,N/A
5.5775886,5.443688,4.45214,4.790562,3.1115074,0.74134415,N/A
5.52774,5.105687,4.835372,5.507352,3.8624709,0.7379768,N/A
5.55341,4.9694314,4.4755006,5.060893,3.384063,0.6396162,N/A
5.470129,4.982937,4.404201,5.1099663,3.3634613,0.6396162,N/A
5.459826,5.322946,4.9848423,5.524494,3.0505154,2.0749087,N/A
5.3466687,5.2152534,5.128383,5.4709406,3.209653,1.7602801,N/A
5.810912,6.052873,3.8818212,3.7761319,2.3271334,0.7538996,N/A
6.498544,7.0157237,5.2450447,4.8651285,3.5662293,1.7351415,N/A
6.3434315,7.121338,5.4318767,4.7608523,3.7137818,1.6087321,N/A
5.7719536,6.1862245,4.102962,3.8993912,2.2711132,1.0343053,N/A
5.687148,5.8879175,4.5657234,4.289357,3.2567677,1.119467,N/A
5.6968627,5.958988,5.319833,5.064516,4.338148,1.6084099,N/A
5.652829,5.798549,5.7709885,5.4525967,4.9344764,1.8605211,N/A
5.4858456,5.646895,4.0836987,4.1145434,2.5128882,0.839381,N/A
5.285628,5.6881075,4.3221583,4.1452684,2.5886204,0.73189396,N/A
5.0362744,5.37022,4.2003417,4.1993527,2.6193266,0.6929443,N/A
5.7001224,5.974146,4.2219443,4.070137,2.1026454,1.2965697,N/A
5.518874,6.080367,4.1635046,3.9427829,2.2080965,1.314438,N/A
5.50133,5.7622147,4.2577295,4.0858326,2.6525784,1.3248937,N/A
5.6013603,5.5680065,4.35535,4.136819,2.9563992,1.5407887,N/A
7.713777,6.8356967,4.190717,4.271605,2.6862736,0.7212212,N/A
7.8584547,6.4860244,4.21893,4.264279,2.656335,0.6892455,N/A
7.5187936,7.01332,5.3443913,5.2043605,4.095185,0.97591394,N/A
7.387973,6.6971083,5.841289,5.5376496,4.550059,1.5244327,N/A
7.4769483,7.1414757,6.2385306,6.142765,4.963154,1.907292,N/A
7.2232456,6.7577133,6.069314,6.019625,4.807511,1.7541958,N/A
6.6443834,6.279483,4.501333,4.5566597,2.9999998,1.0549946,N/A
6.711137,6.5336895,4.4559927,4.4363236,2.8924887,1,N/A
6.977397,6.659087,4.9828997,5.001487,4.2296286,0.9166667,N/A
6.8093643,6.4608684,5.3638105,5.2030773,4.6298,1.0452673,N/A
6.99505,6.493226,5.3090553,5.3488483,4.6663613,1.0019724,N/A
7.084275,6.6425595,4.6632843,4.756097,3.7986186,0.7636372,N/A
7.181865,6.617882,4.66897,4.635005,3.3289235,0.8269231,N/A
6.7374015,6.5379524,4.859704,4.844529,3.2776227,0.94116026,N/A
7.0185747,6.6790347,4.9804754,4.8208447,3.340539,0.84023803,N/A
6.682965,6.5577497,4.6288943,4.585185,3.1157582,0.80777186,N/A
6.408367,6.0212874,4.670497,4.7397575,2.8500497,1.3296903,N/A
6.3919883,6.074558,4.716098,4.9012284,2.9596748,1.3440562,N/A
5.6789255,5.8367624,4.499239,4.6893682,3.2137053,1.1370687,N/A
5.841118,5.98109,5.3722405,5.2316904,4.083362,1.7405752,N/A
5.898149,6.0555696,6.0024867,5.433614,4.5651636,1.9267246,N/A
5.718092,5.8391495,4.3244543,4.4822845,3.0181935,1.2261227,N/A
5.626815,5.706571,6.21599,5.9061537,5.1587863,2.0803108,N/A
5.532568,5.6044965,8.625441,7.802552,7.5109763,3.0783942,N/A
5.576721,5.7630677,4.335238,4.3896675,3.1416252,0.9266081,N/A
5.2946315,5.433215,4.6754174,4.606333,3.2264152,1.0945023,N/A
6.493853,6.1644297,4.6392703,5.0169973,3.4063768,0.7839596,N/A
8.093175,6.71492,5.273718,5.601551,3.5797498,1.4475862,N/A
8.23229,6.701292,5.413321,5.9028206,3.7955441,1.6870549,N/A
8.256149,6.2015257,5.3845787,6.307375,4.0131154,1.9687041,N/A
7.1555047,6.850994,4.120177,4.5043626,2.7453167,0.78907984,N/A
6.6654634,6.067731,5.032444,6.037731,4.7770925,1.3373125,N/A
6.849528,6.2576537,5.9995227,6.847902,5.8037076,1.9118505,N/A
6.5219684,5.998745,4.992203,5.790307,4.409794,1.3714571,N/A
6.576208,6.3520284,4.1404624,4.3913574,2.7265968,0.69907,N/A
6.934112,6.3531313,4.0798826,4.7410073,2.6579475,0.7593477,N/A
6.5315084,6.169748,4.497497,4.7384114,2.8830607,0.73048216,N/A
6.5533333,6.242881,4.388977,4.6943135,2.534671,1.6082408,N/A
6.070886,5.914587,4.4112167,4.808978,2.46034,1.7629712,N/A
6.6010313,6.2252984,4.370551,4.9313064,2.616534,1.608765,N/A
5.7822943,5.873719,4.0700464,3.9886289,2.1639419,0.90981793,N/A
6.008527,5.9422026,4.101727,4.004637,2.2868302,0.78753847,N/A
5.8068466,6.255125,5.8899245,5.7862744,4.2858095,1.9430673,N/A
6.5983663,6.640359,5.555403,5.466235,3.9460022,1.7107435,N/A
6.141224,6.057028,5.053779,5.2135677,3.5945349,1.3807664,N/A
6.1900425,6.002283,4.401942,4.429202,2.7980232,0.98288405,N/A
6.337673,6.1158085,4.424085,4.4904833,2.8312566,0.9274386,N/A
5.9969306,6.0293593,6.414334,6.074214,5.377501,1.6212548,N/A
6.0267334,6.0786533,6.4603195,6.262414,5.6746325,1.6489325,N/A
6.084206,6.186487,5.8289356,5.7316055,4.9025483,1.4504087,N/A
5.9180503,5.945095,4.43772,4.2904687,2.7402709,0.7591291,N/A
5.741377,5.3990517,5.0614896,5.10625,3.4536536,0.9553803,N/A
5.7287564,5.701109,5.120605,5.149937,3.546694,0.8819885,N/A
6.1249204,6.06194,4.5077424,4.704393,2.60213,1.5684122,N/A
6.0754323,6.1351137,4.5682077,4.5603437,2.6380458,1.3447382,N/A
5.526563,5.495004,4.608241,4.715438,3.321603,0.9383437,N/A
5.5829234,5.5774155,5.03571,4.9705086,3.6882167,1.1218219,N/A
6.6243753,6.779722,12.115936,12.934923,10.7406645,5.8688655,N/A
6.283799,6.347337,12.515303,13.096561,10.92493,5.5548205,N/A
6.0538063,5.6429234,7.9529533,9.210273,8.122164,2.5651412,N/A
6.086222,5.750784,7.0580626,8.010796,6.8329105,2.2895465,N/A
6.020384,5.8600082,5.446126,5.556012,4.1909795,1.1210072,N/A
5.536422,5.18387,5.1160603,5.252359,3.708751,1.025234,N/A
5.365273,5.0427914,5.2827992,5.56837,3.9877207,1.1072731,N/A
5.481873,5.356221,5.446241,5.793347,4.194712,1.1695207,N/A
5.241308,5.2255764,5.537598,5.50102,3.86808,1.9469234,N/A
5.6317887,5.548809,5.3828673,5.612477,3.8607914,1.8642876,N/A
6.0601435,5.635376,4.09068,4.3321013,2.5473309,0.9535208,N/A
7.285361,6.4383755,4.4338927,5.0469193,3.1536245,1.9225206,N/A
7.4054966,6.3382916,4.592044,5.0585713,3.2292972,1.8264832,N/A
6.9810157,6.108944,4.454392,5.0411997,3.110356,1.7404337,N/A
